Country,Country,Code,Year,Wine Production (tons),Average Temperature (F°),Minimum Temperature (F°),Maximum Temperature (F°),Median Temperature (F°),Standard Deviation
548,Brazil,BRA,2005,290208.4,78.4508,78.4202,80.2292,75.4862,1.3390240353603533
549,Brazil,BRA,2006,215184.22,77.9306,78.8261,79.34179999999999,75.137,1.5851476421055297
550,Brazil,BRA,2007,317696.1,78.2024,78.83510000000001,80.0402,75.5582,1.6438108318505198
551,Brazil,BRA,2008,334116.14,77.7386,78.01339999999999,80.0204,74.6132,1.614646122783003
552,Brazil,BRA,2009,246754.25,78.08105,78.4886,80.87180000000001,74.52680000000001,1.7844999750375643
553,Brazil,BRA,2010,223076.73,78.46235,79.01960000000001,80.2436,75.686,1.56993670544099
554,Brazil,BRA,2011,313885.92,77.77205,78.0818,79.4714,75.623,1.234728307619277
555,Brazil,BRA,2012,269161.71,78.29075,78.1952,80.816,75.5078,1.652967007590233
556,Brazil,BRA,2013,247752.15,77.626625,77.333,79.2302,75.56360000000001,1.450017333640233
557,Bulgaria,BGR,1961,188694.43,52.053650000000005,53.7755,69.3266,31.6778,13.491335127440466
558,Bulgaria,BGR,1962,319329.03,51.8939,52.027699999999996,72.7484,30.65,15.052428918707015
559,Bulgaria,BGR,1963,348358.94,51.029149999999994,50.750600000000006,72.5666,23.5958,16.42017002882292
560,Bulgaria,BGR,1964,294925.76,50.59775,52.835,68.88380000000001,26.5442,14.522118733754823
561,Bulgaria,BGR,1965,359517.31,50.50205,48.376400000000004,70.8584,26.878999999999998,14.556242653583379
562,Bulgaria,BGR,1966,375846.64,53.0024,55.5998,70.709,31.0172,13.242848276986061
563,Bulgaria,BGR,1967,318421.84,51.2021,52.2734,70.94120000000001,27.8528,14.875452478496243
564,Bulgaria,BGR,1968,450961.53,51.81485,52.601,69.6074,29.4206,14.328179425840917
565,Bulgaria,BGR,1969,445699.86,50.6561,50.076499999999996,69.2798,25.485799999999998,15.075073855992759
566,Bulgaria,BGR,1970,370584.97,51.68225,51.4544,70.43,34.4426,13.062183020703841
567,Bulgaria,BGR,1971,370766.4,51.0131,49.2476,70.3544,35.1356,13.178068514978001
568,Bulgaria,BGR,1972,343641.58,51.255050000000004,51.1691,70.313,31.145,14.18980342079865
569,Bulgaria,BGR,1973,472189.66,50.474,51.0017,69.43820000000001,30.1118,14.339120538265558
570,Bulgaria,BGR,1974,402971.46,51.0575,50.726299999999995,69.8036,30.4034,13.676264608437492
571,Bulgaria,BGR,1975,326586.51,51.844699999999996,52.088899999999995,69.8828,32.7434,14.065650502360192
572,Bulgaria,BGR,1976,487339.64,49.7903,51.297799999999995,68.04140000000001,30.0956,13.03473640658264
573,Bulgaria,BGR,1977,336384.1,51.88999999999999,50.1368,70.0952,30.7886,13.161974711196716
574,Bulgaria,BGR,1978,410410.38,50.460499999999996,50.5733,68.6876,31.8506,13.107094920482783
575,Bulgaria,BGR,1979,424653.18,51.82055,49.171099999999996,68.7524,31.5212,13.219311930415907
576,Bulgaria,BGR,1980,371220.0,50.06705,51.3464,69.5282,26.8016,14.395357974803103
577,Bulgaria,BGR,1981,441254.66,51.35915,52.6019,68.9216,29.5016,14.133026082741607
578,Bulgaria,BGR,1982,520724.04,51.105199999999996,50.738,68.8082,30.83,14.558410014833347
579,Bulgaria,BGR,1983,412678.34,51.4733,52.4606,70.214,33.6326,13.569925598643763
580,Bulgaria,BGR,1984,467653.73,51.3434,52.2662,67.8632,34.0268,13.69890199873366
581,Bulgaria,BGR,1985,350082.59,50.48705,51.4202,70.7576,24.944,15.903671347922382
582,Bulgaria,BGR,1986,353620.61,51.2561,52.5875,71.5172,30.9956,14.849496841062573
583,Bulgaria,BGR,1987,325860.76,50.759299999999996,48.9407,74.0624,29.0282,15.867479268789186
584,Bulgaria,BGR,1988,308352.09,51.36545,49.0991,74.6348,34.1456,15.087005073030111
585,Bulgaria,BGR,1989,241026.28,51.98345,53.564,70.502,33.3194,13.014395673917123
586,Bulgaria,BGR,1990,225023.55,52.8758,52.4615,71.51899999999999,29.6798,13.252883430477238
587,Bulgaria,BGR,1991,231322.13,50.3252,50.7497,70.1474,29.326999999999998,14.862936778198556
588,Bulgaria,BGR,1992,200487.83,51.83915,53.4452,74.9102,32.0918,14.768868723863973
589,Bulgaria,BGR,1993,152679.19,51.284150000000004,53.5019,71.4902,30.686,15.489317361124614
590,Bulgaria,BGR,1994,171004.32,53.96075,53.662099999999995,72.6944,35.2436,14.525229072986328
591,Bulgaria,BGR,1995,235233.0,51.4574,50.7119,71.73140000000001,30.938,14.219129559089822
592,Bulgaria,BGR,1996,215365.66,50.7713,50.164699999999996,71.1086,29.8472,15.731311130122856
593,Bulgaria,BGR,1997,193048.91,50.4056,46.3496,69.9314,32.513,13.938081364768575
594,Bulgaria,BGR,1998,177394.53,51.978049999999996,54.5009,72.53059999999999,28.481,15.361523960887117
595,Bulgaria,BGR,1999,155537.73,53.219300000000004,53.3165,72.96440000000001,34.1456,14.412307200949662
596,Bulgaria,BGR,2000,166352.28,53.4323,54.054500000000004,73.8446,26.4812,15.119088241990347
597,Bulgaria,BGR,2001,111597.33,52.9229,53.2886,74.0228,25.9862,15.372700762183477
598,Bulgaria,BGR,2002,103880.82,53.0246,50.9972,73.82300000000001,30.9776,14.414177211973701
599,Bulgaria,BGR,2003,130484.92,51.715399999999995,49.460899999999995,74.4926,26.538800000000002,16.669056887756806
600,Bulgaria,BGR,2004,176723.31,52.23500000000001,53.8286,70.34360000000001,29.498,13.843250949502762
601,Bulgaria,BGR,2005,153718.37,51.40685,51.3797,70.6298,30.8192,14.22239656243247
602,Bulgaria,BGR,2006,157482.46,52.01165,53.5478,72.01219999999999,28.0508,15.061687270476584
603,Bulgaria,BGR,2007,124241.67,54.1652,52.507400000000004,76.3214,32.925200000000004,14.782293624960419
604,Bulgaria,BGR,2008,208694.22,53.577949999999994,53.9474,74.4278,30.0992,14.431704072032767
605,Bulgaria,BGR,2009,149254.57,53.4092,52.976299999999995,72.8942,33.3122,14.33022080093801
606,Bulgaria,BGR,2010,136153.01,53.179399999999994,51.8909,75.5546,30.8732,15.065475637665443
607,Bulgaria,BGR,2011,111299.77,51.8861,49.7408,72.9158,32.1638,15.555599788559048
608,Bulgaria,BGR,2012,121290.6,53.64965,56.3756,77.1134,26.177,17.58237839721143
609,Bulgaria,BGR,2013,118387.61,56.141375000000004,59.3465,74.3792,34.3364,15.899938699410136
610,Canada,CAN,1961,19801.48,22.8773,22.7588,56.404399999999995,-9.4576,24.248221754857145
611,Canada,CAN,1962,22777.23,23.227099999999997,24.6623,55.049,-11.653599999999997,24.29818931233728
612,Canada,CAN,1963,23253.5,23.69825,27.4424,55.9022,-10.7716,24.06479916379184
613,Canada,CAN,1964,24128.57,22.177400000000002,22.9379,55.202,-8.285800000000002,24.09185976926269
614,Canada,CAN,1965,21891.37,22.070000000000004,23.837,53.96,-11.336799999999997,23.99085411280345
615,Canada,CAN,1966,26269.26,22.7456,22.4645,55.7528,-15.566799999999994,24.767740776920437
616,Canada,CAN,1967,30532.84,22.49225,22.2863,54.8636,-11.016400000000004,24.581007282138494
617,Canada,CAN,1968,31108.82,23.637649999999997,26.0033,53.5298,-11.691400000000002,23.42782378270838
618,Canada,CAN,1969,32836.73,23.895799999999998,24.5363,54.593599999999995,-12.346600000000002,22.55244406009327
619,Canada,CAN,1970,38021.75,22.8143,24.167299999999997,56.0426,-10.434999999999995,24.572226202842028
620,Canada,CAN,1971,50119.69,23.234750000000002,25.744100000000003,54.9194,-12.668799999999997,24.884968301968964
621,Canada,CAN,1972,38019.21,19.754749999999998,19.9805,53.0096,-16.078000000000003,25.689897397031388
622,Canada,CAN,1973,39174.96,24.4769,25.4039,56.544799999999995,-7.725999999999999,24.25448347434496
623,Canada,CAN,1974,34565.28,21.84605,21.128,55.652,-15.07,24.449289069139898
624,Canada,CAN,1975,42600.31,23.097800000000003,24.2294,57.2162,-12.546399999999998,25.36941511964214
625,Canada,CAN,1976,44728.29,23.37725,25.5596,55.4018,-8.874399999999994,24.469142912080475
626,Canada,CAN,1977,34405.89,25.086650000000002,26.698999999999998,54.4172,-7.652200000000001,22.676971150025544
627,Canada,CAN,1978,47176.33,22.459100000000003,22.1468,53.8358,-9.446800000000003,22.954833713423174
628,Canada,CAN,1979,39841.74,22.98965,23.9207,56.4242,-17.399200000000008,24.67474078487774
629,Canada,CAN,1980,41270.56,24.04955,26.4227,54.7502,-9.142600000000002,23.737808150347988
630,Canada,CAN,1981,41188.0,26.83895,23.832500000000003,56.2154,0.9913999999999987,20.9437722569264
631,Canada,CAN,1982,41613.47,21.4247,22.568,55.7096,-17.203000000000003,25.361052422455685
632,Canada,CAN,1983,47919.31,23.446849999999998,24.6785,55.8014,-8.86,24.258263273985627
633,Canada,CAN,1984,54993.54,23.65835,26.0798,56.3306,-10.4206,24.205783631659752
634,Canada,CAN,1985,43734.47,23.177899999999998,22.8011,54.68,-8.698,23.34920459046245
635,Canada,CAN,1986,51799.34,23.28095,23.3249,54.1958,-5.4417999999999935,22.51248509914201
636,Canada,CAN,1987,49678.34,25.982,26.1752,55.583600000000004,-2.1747999999999976,21.28994077194033
637,Canada,CAN,1988,49195.72,24.574700000000004,26.4038,56.363,-9.3874,24.001738848144846
638,Canada,CAN,1989,26290.21,22.868,24.908,57.281,-9.855399999999996,25.452381850035174
639,Canada,CAN,1990,30144.84,22.96055,23.651600000000002,56.219,-11.073999999999998,24.8273277255857
640,Canada,CAN,1991,34278.88,24.031999999999996,24.3671,55.9184,-12.505000000000003,24.247932026688563
641,Canada,CAN,1992,30614.76,23.127950000000002,22.9208,53.087,-5.5390000000000015,22.308990105845837
642,Canada,CAN,1993,22632.44,24.077299999999997,24.7406,55.4504,-7.434400000000004,23.41120227451341
643,Canada,CAN,1994,27299.91,24.0194,25.8125,56.964200000000005,-15.075399999999995,25.399686434571304
644,Canada,CAN,1995,32189.64,24.2342,25.7774,55.0616,-6.190599999999996,24.024315106915402
645,Canada,CAN,1996,30195.64,23.105900000000002,23.2835,56.372,-14.227599999999995,24.495157393693518
646,Canada,CAN,1997,31249.79,24.383300000000002,23.170099999999998,56.5664,-9.7834,23.38931425175336
647,Canada,CAN,1998,35917.26,27.40295,29.0336,58.1864,-10.456599999999995,23.647928409924386
648,Canada,CAN,1999,46420.64,26.2646,25.9736,55.2344,-8.028400000000005,22.118124279176364
649,Canada,CAN,2000,38819.34,24.75335,24.7001,56.735600000000005,-7.9780000000000015,22.784020528770917
650,Canada,CAN,2001,40400.57,26.41985,25.3832,56.8454,-5.259999999999998,22.454156013470485
651,Canada,CAN,2002,42534.26,24.146900000000002,22.1612,56.3018,-5.758600000000001,23.05769851410311
652,Canada,CAN,2003,32557.95,25.052899999999998,26.1374,57.065,-8.89240000000001,23.970470904237764
653,Canada,CAN,2004,47373.19,23.138450000000002,24.346400000000003,55.8986,-12.517600000000002,23.714660850602332
654,Canada,CAN,2005,26429.92,26.04425,28.403599999999997,55.4756,-9.839199999999998,22.773649278716835
655,Canada,CAN,2006,47779.61,27.571700000000003,28.1651,57.353,-0.7707999999999942,22.116056802817596
656,Canada,CAN,2007,45499.85,24.69035,26.7377,58.2008,-5.4040000000000035,23.51613127661714
657,Canada,CAN,2008,49278.28,24.26855,26.0303,56.559200000000004,-7.247199999999999,24.66194676738381
658,Canada,CAN,2009,41175.3,24.556849999999997,24.3968,55.5044,-7.5567999999999955,23.313839824311145
659,Canada,CAN,2010,46033.28,28.60175,30.965000000000003,57.745400000000004,-1.9497999999999962,21.03203235899945
660,Canada,CAN,2011,55717.47,25.59725,25.046599999999998,57.3512,-4.664200000000001,23.438283891123707
661,Canada,CAN,2012,56282.65,26.2817,25.619,58.632799999999996,-4.849600000000002,23.589017298040897
662,Canada,CAN,2013,63248.92,29.0468,37.2668,55.9994,-6.939400000000006,25.32624703504252
663,Chile,CHL,1961,440256.75,49.0916,49.044200000000004,56.8112,40.2278,5.94815446886297
664,Chile,CHL,1962,501945.32,49.70135,49.4645,57.028999999999996,40.4906,6.076317770207994
665,Chile,CHL,1963,417849.29,49.3322,49.3295,58.137800000000006,42.013400000000004,5.744544725373646
666,Chile,CHL,1964,438805.26,48.9845,49.5401,57.7508,39.3476,6.271255038376581
667,Chile,CHL,1965,330940.99,49.471849999999996,49.2233,57.3152,40.6238,5.7376178725859885
668,Chile,CHL,1966,429642.69,49.09625,49.4276,57.3152,40.1702,5.741051059376114
669,Chile,CHL,1967,443431.9,49.22344999999999,50.284400000000005,56.8184,39.8354,6.267116612997485
670,Chile,CHL,1968,470103.13,49.77845,49.0055,57.3404,42.7982,5.229768891208724
671,Chile,CHL,1969,364960.42,49.754,49.304300000000005,57.4088,41.867599999999996,5.62692528215091
672,Chile,CHL,1970,363327.49,49.376749999999994,49.8866,57.1622,41.378,5.804225130102129
673,Chile,CHL,1971,476362.71,48.4883,48.5249,54.536,39.964999999999996,5.319894654801147
674,Chile,CHL,1972,554471.31,49.25495,48.7175,57.1964,40.9424,5.842072385798476
675,Chile,CHL,1973,516188.12,48.943999999999996,48.8741,57.038,39.5168,6.042266665596762
676,Chile,CHL,1974,453320.21,48.724700000000006,49.1909,55.868,41.1836,5.485220569361404
677,Chile,CHL,1975,421750.19,48.953,49.194500000000005,57.605000000000004,40.3214,5.760613876378736
678,Chile,CHL,1976,466292.96,48.82145,48.7967,56.5808,40.7174,5.741513539524702
679,Chile,CHL,1977,525259.96,50.0264,50.4473,57.660799999999995,41.178200000000004,5.874082631046623
680,Chile,CHL,1978,508930.64,49.92455,49.7291,57.6644,41.770399999999995,5.731213694164771
681,Chile,CHL,1979,537506.96,49.63505,49.2368,57.812,41.9216,5.709612903373016
682,Chile,CHL,1980,531610.26,49.82675,48.9659,58.368199999999995,41.3942,5.994826926988421
683,Chile,CHL,1981,539139.89,49.91915,50.3726,57.324200000000005,42.0908,5.636081898962984
684,Chile,CHL,1982,553382.69,50.0906,50.266400000000004,58.296200000000006,40.7192,6.041081156096603
685,Chile,CHL,1983,444520.52,50.5583,50.8406,59.8874,41.1368,6.6506900505955695
686,Chile,CHL,1984,349266.12,48.9965,49.3826,57.7256,38.7662,6.672244290001271
687,Chile,CHL,1985,397346.92,50.071850000000005,49.417699999999996,58.0064,41.92700000000001,5.747376321022881
688,Chile,CHL,1986,303906.89,49.7075,50.0423,57.2252,42.242000000000004,5.5746026946892195
689,Chile,CHL,1987,353802.05,50.488850000000006,50.83969999999999,58.298,43.1726,5.946284598959095
690,Chile,CHL,1988,383466.99,49.505449999999996,49.2611,57.7796,40.044200000000004,6.281508327333782
691,Chile,CHL,1989,353802.05,50.04410000000001,49.9685,58.73180000000001,41.8532,6.103587766075117
692,Chile,CHL,1990,360878.09,49.69625,49.237700000000004,57.785,41.891,5.7304834358177725
693,Chile,CHL,1991,262629.98,49.50575,49.57340000000001,57.1874,41.036,5.704785939813246
694,Chile,CHL,1992,287123.97,49.527950000000004,49.540099999999995,58.4384,39.117200000000004,6.45482377993389
695,Chile,CHL,1993,345274.51,49.90025,50.1152,57.4844,41.072,5.992081042130065
696,Chile,CHL,1994,326405.07,50.0978,49.8812,58.1594,40.9784,5.791783017030562
697,Chile,CHL,1995,287305.41,49.61285,50.213300000000004,57.7202,39.5744,6.4089426534690235
698,Chile,CHL,1996,346879.32,49.5644,49.4114,56.084,40.235,5.660546612860249
699,Chile,CHL,1997,412694.67,50.60659999999999,50.5283,57.83,43.217600000000004,5.254792202448077
700,Chile,CHL,1998,496662.78,50.52635,50.747,58.281800000000004,43.437200000000004,5.672109501523465
701,Chile,CHL,1999,436038.35,49.69325,49.6085,57.833600000000004,40.4978,6.080323677463832
702,Chile,CHL,2000,605457.82,49.21535,50.0576,57.605000000000004,39.956,5.9817527684389695
703,Chile,CHL,2001,512722.67,49.675399999999996,49.979299999999995,57.3656,40.431200000000004,6.137921268489992
704,Chile,CHL,2002,510130.84,49.53635,49.5383,57.7184,39.4574,6.090848996576005
705,Chile,CHL,2003,606200.8,50.14115,49.8938,57.605000000000004,42.845,5.370077814316862
706,Chile,CHL,2004,571592.61,50.3705,50.2295,58.5914,41.63,6.11311313846197
707,Chile,CHL,2005,715361.43,49.805299999999995,49.151300000000006,59.1602,41.8136,6.26890203957744
708,Chile,CHL,2006,727962.23,50.313199999999995,50.1872,58.3808,43.123999999999995,5.731412918612335
709,Chile,CHL,2007,718303.43,49.08185,49.730000000000004,58.233200000000004,39.7184,6.739628939947793
710,Chile,CHL,2008,787705.79,50.2925,49.812799999999996,58.9298,41.5616,6.753283514100252
711,Chile,CHL,2009,908001.21,49.98995,50.2655,57.9956,41.1584,5.916113350149589
712,Chile,CHL,2010,802325.98,49.4831,49.8605,57.468199999999996,39.6158,6.190002830664647
713,Chile,CHL,2011,949260.88,50.05805,49.8875,58.04600000000001,40.9136,6.273266349503915
714,Chile,CHL,2012,1138853.41,50.490649999999995,50.2205,59.783,41.129599999999996,6.1612172847579405
715,Chile,CHL,2013,1163097.02,49.779275,48.9812,59.4032,42.3932,6.779828011250936
716,China,CHN,1978,13607.77,44.6867,46.8779,68.162,15.528200000000002,18.808200960509463
717,China,CHN,1979,27215.54,44.73335,46.779799999999994,66.6734,19.6592,17.370230589378536
718,China,CHN,1980,72574.78,44.51015,45.7529,67.7462,17.202199999999998,18.20933722045319
719,China,CHN,1981,100697.51,44.467549999999996,46.1579,68.7632,17.238200000000003,18.717986290512613
720,China,CHN,1982,107047.8,44.869550000000004,47.173100000000005,67.514,20.2442,17.804896146668096
721,China,CHN,1983,117026.83,44.46515,46.2965,66.974,17.646800000000002,18.3787289039407
722,China,CHN,1984,145149.56,43.73225,46.0922,66.8606,15.317599999999999,19.048127604117084
723,China,CHN,1985,211374.04,44.13245,47.278400000000005,67.1522,16.617200000000004,18.72546609030309
724,China,CHN,1986,229517.74,44.3663,45.1373,67.5644,18.671000000000003,18.153187330353564
725,China,CHN,1987,253104.54,45.0482,46.6907,67.568,19.7762,17.411494336370286
726,China,CHN,1988,280320.08,44.9975,46.7627,68.5472,20.084000000000003,18.082709203797172
727,China,CHN,1989,246754.25,45.03155,47.1614,67.2422,18.690800000000003,17.69153927608541
728,China,CHN,1990,230424.92,45.7448,46.6295,67.7534,19.1282,17.501604859814737
729,China,CHN,1991,272155.42,44.7749,46.1336,68.1062,18.455000000000002,18.083853617975446
730,China,CHN,1992,408233.13,44.34515,46.4414,66.6896,18.8276,17.737724237367914
731,China,CHN,1993,453592.37,44.45495,45.9176,66.6212,16.581200000000003,17.589593610918723
732,China,CHN,1994,562454.54,45.492799999999995,46.653800000000004,68.9396,19.311799999999998,18.111447649383628
733,China,CHN,1995,635029.32,44.98085,46.481899999999996,67.5284,17.4794,18.210578632936507
734,China,CHN,1996,680388.56,44.5328,46.0076,67.2602,17.5352,18.139317583034423
735,China,CHN,1997,816466.27,45.2612,46.8617,68.504,19.169600000000003,18.127661740204463
736,China,CHN,1998,965729.0,46.4933,49.9343,68.4176,17.1194,17.94484157198487
737,China,CHN,1999,930882.22,46.11245,47.998400000000004,68.4428,20.6006,17.55920937319839
738,China,CHN,2000,952543.98,45.028549999999996,46.60339999999999,69.6956,17.1428,19.05890651888126
739,China,CHN,2001,979759.52,45.67355,47.571799999999996,69.4994,18.0896,18.57644072614068
740,China,CHN,2002,1016046.91,46.032199999999996,47.0048,68.5742,20.546599999999998,17.54053084404543
741,China,CHN,2003,1088621.69,45.5396,47.4611,67.5788,19.0238,17.70248546555488
742,China,CHN,2004,1179340.16,45.88295,48.1505,67.7948,18.762800000000002,17.559943104303144
743,China,CHN,2005,1224699.4,45.344300000000004,48.0038,68.837,18.233600000000003,19.04041755013887
744,China,CHN,2006,1270058.64,46.3064,48.6338,69.107,19.396400000000003,18.07264578165275
745,China,CHN,2007,1315417.87,46.62815,47.5691,68.3132,19.7762,17.58796701221398
746,China,CHN,2008,1360777.11,45.618950000000005,48.414199999999994,68.504,15.980000000000008,18.778878090435928
747,China,CHN,2009,1406136.35,46.0571,49.2908,68.4518,19.5422,18.095043310556324
748,China,CHN,2010,1451495.58,45.58715,45.805099999999996,69.87740000000001,19.9058,18.370279445219516
749,China,CHN,2011,1451495.58,45.24275,48.1964,68.8082,13.1036,19.12985132159588
750,China,CHN,2012,1496854.82,44.73875,47.678,68.7002,15.180800000000001,19.44321725587334
751,China,CHN,2013,1542214.06,48.731,53.060900000000004,68.8676,17.3534,19.9875303183903
752,Colombia,COL,2010,7466.02,78.23780000000001,77.9936,80.68100000000001,76.56620000000001,1.382439701134463
753,Colombia,COL,2011,6787.31,77.44445,77.21690000000001,78.34819999999999,76.91720000000001,0.4640951166223654
754,Colombia,COL,2012,10818.18,77.6864,77.70830000000001,78.1862,76.9586,0.3766943685174046
755,Colombia,COL,2013,10996.89,78.04310000000001,77.8937,78.86840000000001,77.49680000000001,0.4791459545005974
756,Croatia,HRV,1992,186802.95,54.58835,53.4659,77.1224,36.239,14.005972908759642
757,Croatia,HRV,1993,188789.68,53.47684999999999,54.6062,72.9428,34.5416,14.604347457863362
758,Croatia,HRV,1994,171687.43,55.598000000000006,52.2851,75.39620000000001,37.974199999999996,13.663730921610753
759,Croatia,HRV,1995,161925.22,53.38715,54.1607,75.02,34.7594,13.232981165976584
760,Croatia,HRV,1996,177627.68,52.02635,53.1923,70.10600000000001,32.486,14.361043047488517
761,Croatia,HRV,1997,204989.28,53.28934999999999,48.6194,70.5794,34.7018,13.219186908601658
762,Croatia,HRV,1998,206590.46,53.781650000000006,54.5522,73.2398,31.2386,14.39884268559614
763,Croatia,HRV,1999,189968.11,54.1697,54.6134,72.33619999999999,35.7098,14.380850823356605
764,Croatia,HRV,2000,171548.63,55.80755,57.219800000000006,74.55199999999999,31.7282,13.784933943753098
765,Croatia,HRV,2001,177082.46,54.3398,55.1381,74.69059999999999,30.2486,14.201293338796487
766,Croatia,HRV,2002,190055.2,55.21805,53.2103,73.2884,34.3022,13.196721897398332
767,Croatia,HRV,2003,160390.26,54.620599999999996,51.180800000000005,77.9144,30.605,16.696827307986606
768,Croatia,HRV,2004,179531.86,53.454950000000004,55.2902,72.0266,32.954,13.702818092143076
769,Croatia,HRV,2005,70125.38,52.47725,53.4884,72.0644,31.4402,14.637102645767273
770,Croatia,HRV,2006,63502.93,54.035,55.9067,75.3944,31.6418,14.267054749635287
771,Croatia,HRV,2007,58967.01,55.5197,54.7421,74.9804,34.806200000000004,13.462704639923519
772,Croatia,HRV,2008,46147.58,55.35874999999999,55.0454,72.9248,38.4296,12.940581621922426
773,Croatia,HRV,2009,50451.72,55.17515,55.4765,74.291,33.2708,14.4987837456363
774,Croatia,HRV,2010,42044.66,53.529500000000006,52.3211,74.7698,32.9234,14.357216651882458
775,Croatia,HRV,2011,38904.62,54.959300000000006,54.778999999999996,74.56280000000001,35.9996,14.704523209481557
776,Croatia,HRV,2012,33848.88,55.35229999999999,54.8546,76.30340000000001,29.782400000000003,15.8229567225483
777,Croatia,HRV,2013,41810.33,56.4602,58.6292,74.8562,36.9536,16.00583553904191
778,Cuba,CUB,1999,13471.69,78.4355,79.1771,82.8554,73.2884,3.460965055640354
779,Cuba,CUB,2000,14143.01,78.413,78.5435,83.057,72.4028,3.741948161537847
780,Cuba,CUB,2001,12773.16,78.54155,78.1664,83.76079999999999,70.241,3.765893662502007
781,Cuba,CUB,2002,9797.6,79.3634,79.64779999999999,83.48,74.52680000000001,2.977660302989583
782,Cuba,CUB,2003,9979.03,79.45085,80.4443,82.976,72.21740000000001,3.5488448406104265
783,Cuba,CUB,2004,8981.13,79.28405,79.1582,83.741,73.6952,3.5013070641222988
784,Cuba,CUB,2005,8618.26,79.05935,79.41650000000001,83.8688,72.8006,3.9521695814968627
785,Cuba,CUB,2006,8518.46,79.07809999999999,79.1168,83.066,73.3766,3.4383233593768288
786,Cuba,CUB,2007,9207.93,79.30355,78.53,83.5232,75.9218,2.8590915710795604
787,Cuba,CUB,2008,9661.52,78.89855,78.7478,83.23519999999999,74.381,3.3146277335197367
788,Cuba,CUB,2009,9434.72,78.8402,78.9683,83.9588,72.005,4.080661847387903
789,Cuba,CUB,2010,9761.31,78.1292,78.9431,83.73740000000001,69.8648,4.964099199799949
790,Cuba,CUB,2011,10332.83,79.0754,79.79990000000001,83.291,73.3892,3.404726266930617
791,Cuba,CUB,2012,11249.09,78.9062,78.6173,82.9418,74.2424,3.098528671365285
792,Cuba,CUB,2013,10541.49,79.2508,79.691,83.1632,74.021,3.2444163789501532
793,Cyprus,CYP,1961,30451.47,66.37055,66.2324,81.6152,52.0412,10.592729854051278
794,Cyprus,CYP,1962,29136.05,67.8068,68.9702,81.851,52.8602,10.052567294341918
795,Cyprus,CYP,1963,12574.49,67.22330000000001,65.58170000000001,82.5368,54.905,10.253035957129084
796,Cyprus,CYP,1964,21239.01,65.50355,64.6061,79.4804,48.8552,10.373161143196768
797,Cyprus,CYP,1965,27874.16,66.0614,64.5575,79.64059999999999,53.1896,10.049020768576042
798,Cyprus,CYP,1966,32150.63,67.37570000000001,68.0864,80.59819999999999,55.4,9.48497729004805
799,Cyprus,CYP,1967,37982.01,65.0741,64.4981,81.09140000000001,49.8722,11.032384433113274
800,Cyprus,CYP,1968,39549.63,66.54755,67.01089999999999,80.6054,51.0116,10.447422120704315
801,Cyprus,CYP,1969,40497.63,66.5837,66.70219999999999,79.6262,52.194199999999995,10.101474876112267
802,Cyprus,CYP,1970,36167.64,66.73625,66.3296,80.51899999999999,53.699,9.419226917177054
803,Cyprus,CYP,1971,44869.36,66.032,65.1677,80.1644,53.0258,10.157894429994293
804,Cyprus,CYP,1972,46704.59,65.4698,65.93,79.6964,50.1494,10.932007613010025
805,Cyprus,CYP,1973,27955.8,66.18185,65.3774,80.3912,51.666799999999995,10.668050462479071
806,Cyprus,CYP,1974,52168.57,65.9126,65.3378,80.3822,49.4618,10.755763677717589
807,Cyprus,CYP,1975,44630.77,65.9045,66.2306,79.60640000000001,52.0682,10.42931762415234
808,Cyprus,CYP,1976,42947.94,65.43695,66.524,77.99719999999999,49.846999999999994,9.99000632309382
809,Cyprus,CYP,1977,41691.49,66.3017,65.86160000000001,81.086,51.0206,10.679254869307897
810,Cyprus,CYP,1978,51255.94,66.62795,65.8526,81.3974,54.509,9.88240559897879
811,Cyprus,CYP,1979,53886.77,67.20035,67.1063,79.475,54.5306,9.6674177769266
812,Cyprus,CYP,1980,54431.08,65.93015,66.07939999999999,80.6738,51.5912,10.55930231928227
813,Cyprus,CYP,1981,37738.89,66.61745,64.32079999999999,80.69,53.029399999999995,10.322375080157402
814,Cyprus,CYP,1982,43817.02,65.41955,65.5691,79.9718,50.779399999999995,10.85256968753149
815,Cyprus,CYP,1983,40823.31,65.1638,66.4115,79.13839999999999,49.163,10.774410620792887
816,Cyprus,CYP,1984,40097.57,66.098,65.7113,78.8324,53.5154,9.949773477183928
817,Cyprus,CYP,1985,35108.05,66.55595,66.3971,82.2254,50.4698,10.609261831960364
818,Cyprus,CYP,1986,60327.79,66.71195,66.1694,80.9798,54.491,10.250523703916084
819,Cyprus,CYP,1987,65317.3,65.98925,64.49629999999999,81.2282,51.6272,10.686920265998909
820,Cyprus,CYP,1988,77110.7,66.3431,65.6969,83.12,53.321,11.493601991780235
821,Cyprus,CYP,1989,84912.49,66.34400000000001,67.8074,80.474,49.1756,10.940439657112007
822,Cyprus,CYP,1990,54431.08,66.54995000000001,67.1207,80.312,50.6174,10.525275540379411
823,Cyprus,CYP,1991,37648.17,66.34895,65.9534,80.7962,52.52,10.59923243743278
824,Cyprus,CYP,1992,58513.42,64.48864999999999,64.9328,81.2786,47.462,12.151580336617656
825,Cyprus,CYP,1993,77110.7,66.1082,64.2524,81.8744,49.6652,11.631086744816862
